Abstract,DOI
inflammatory bowel diseases ibds associated increased risk metabolic comorbidities lack regarding relationship lifestyle metabolic diseases ibd crosssectional consecutive ibd outpatients conducted adherence mediterranean diet assessed using 14item questionnaire predimed physical activity evaluated using godinleisure score body composition studied based body mass index waisthip ratio whr quality life assessed using nineitem short questionnaire among 688 evaluated ibd overweight obese 727 lead active lifestyle 701 adhere metabolic syndrome associated age 107 0019 overweightobesity 12987 0001 inflammatory behavior crohns disease 6172 0001 type diabetes mellitus prediabetes associated age 1063 0016 overweightobesity 3861 0001 inflammatory behavior crohns disease 4716 0001 overweight obesity 5494 0001 high whr 2564 0005 nonactive lifestyle 2202 00003 associated metabolic dysfunctionassociated steatotic liver disease lifestyle body composition solely systemic inflammation might exert significant influence emergence metabolic comorbidities masld type diabetes mellitus metabolic syndrome ibd,10.3390/nu15183983
plastic pollution became challenge human beings demonstrated increasing dispersion plastic waste environment microplastics mps become ubiquitous humans exposed daily inhalation ingestion plastic microparticles recent studies performed using mainly spectroscopy spectrometrybased techniques shown astounding evidence presence mps human tissues organs fluids placenta meconium breast milk lung intestine liver heart cardiovascular system blood urine cerebrovascular liquid afflicted mps presence deposition whole obtained underline great heterogeneity among different tissue organs polymers characterized microparticles dimension even seem 50100 evidence possible contribution mps human diseases still limited field medicine initial state however increasing studies toxicity vitro vivo suggest worrying effects human cells mainly mediated oxidative stress inflammation fibrosis nephrological studies insufficient evidence presence mps human kidneys still lacking little evidence present literature demonstrated histological functional alteration kidneys animal models cytotoxicity apoptosis autophagy oxidative stress inflammation kidney cells overall manuscript recommends urgent analyze potential correlations kidney disease mps exposure human,10.3390/ijms241814391
cancer death rates declining part due smoking cessation better detection new treatments nevertheless large fraction metastatic cancer die soon diagnosis studies focus characterize early mortality wide range metastatic solid tumors retrieved adult diagnosed pathologically confirmed novo metastatic solid tumors years 20042016 surveillance epidemiology end database seer primary cancer specific early death rate defined death within two months diagnosis additional extracted included sociodemographical tumor primary sites metastases cause death 109207 208 died denovo metastatic cancer within two months diagnosis highest rates early death found hepatic pancreatobiliary lung primaries factors associated early death included primary site liver brain metastases increasing age lower income cancer cause death 921 early deaths twomonth mortality rates moderately improved period 224 2004 188 2016 fifth denovo metastatic cancer die soon diagnosis little improvement last decade required better classify identify risk early mortality might benefit faster diagnostic tracks might avoid invasive futile diagnostic procedures,10.1371/journal.pone.0281561
despite welldocumented effects human health action modes environmental pollutants incompletely understood although transcriptomebased approaches widely used predict associations chemicals disorders molecular cues regulating pollutantderived gene expression changes remain unclear therefore developed datamining approach termed darchipea identify transcription factors tfs playing pivotal roles action modes pollutants largescale public chipseq human 15155 mouse 13156 used predict tfs enriched pollutantinduced differentially accessible genomic regions dars obtained epigenome analyses atacseq resultant pollutanttf matrices crossreferenced repository tfdisorder associations account pollutant modes action subsequently evaluated performance proposed using chemical perturbation set compare outputs darchipea previously developed differentially expressed gene degchipea using pollutantinduced degs input adopted proposed predict diseaseassociated mechanisms triggered pollutants proposed approach outperformed using area receiver operating characteristic curve score mean score proposed darchipea significantly higher previously described degchipea 07287 07060 5278 1042 twotailed wilcoxon ranksum test proposed approach predicted tfdriven modes action upon pollutant exposure indicating tfs regulating th12 cell homeostasis integral pathophysiology tributyltininduced allergic disorders fine particulates pm25 inhibit binding cebps rela spi1 genome thereby perturbing normal blood cell differentiation leading immune dysfunction lead induces fatty liver disrupting normal regulation lipid metabolism altering hepatic circadian rhythms highlighting genomewide chromatin change upon pollutant exposure elucidate epigenetic landscape pollutant responses outperformed previously described focuses geneadjacent domains approach potential reveal pivotal tfs mediate deleterious effects pollutants thereby facilitating development strategies mitigate damage environmental pollution,10.1186/s13072-023-00510-w
compared premenopausal women postmenopausal women greater risk developing nafld nash two common indications liver transplantation determine prevalence nashrelated cirrhosis postmenopausal women investigate postlt complications chart 1200 20022020 performed postmenopausal women defined women compared control group men prevalence indications determined subgroup assessed cardiovascular disease risk bmi ascvd risk scores calculated time year 510 met inclusion criteria 189 371 women 321 629 men common indication nash women 265 p0001 alcoholrelated cirrhosis men 231 men women underwent subgroup significant difference bmi ascvd 10year risk postlt sexes occurred men n917 women p0015 significant differences cad chf stroke complications occurred less men n59 women n20 p00001 postmenopausal women significantly likely nash indication men postmenopausal women greater weight gain noncardiac complications men women increased cardiovascular ascvd risk mortality diet education weight control postmenopausal women existing risk factors nash encouraged modulate health,10.1016/j.aohep.2023.101157
poorer physical health autistic adults compared nonautistic adults highlighted several epidemiological studies however far limited specific geographical areas primarily focused young autistic individuals aged years younger recent studies indicate higher rate mortality autistic people well poorer quality selfreported healthcare interactions determine first whether autistic people experience greater levels noncommunicable health conditions second whether explained differences demographics sex country residence ethnicity education level alcohol use smoking body mass index bmi family history medical conditions employed crosssectional conveniencesampling via anonymous online survey autistic nonautistic adults 2305 mean age 416 659 female autistic survey asked selfreport information demographics autism diagnosis diet exercise sleep sexual health substance use personal medical history family medical history firstdegree biological relatives binomial logistic regression across four iterative models increasing complexity applied assess rates physical health conditions benjaminihochberg correction used account multiple testing physical health conditions achieved least endorsement within overall sample included reduce risk type errors also used novel network test whether increased levels multimorbidity autistic nonautistic people significantly elevated rates noncommunicable conditions across organ systems autistic people including gastrointestinal neurological endocrine visual earnosethroat skin liver kidney haematological conditions confirmed previous showing highly significant differences rates neurological gastrointestinal symptoms 00001 addition established largest sample date ehlerdanlos syndrome eds likely occur among autistic females compared nonautistic females finally found higher prevalence coeliacs disease among autistic individuals compared nonautistic individuals controlling sex ethnicity country residence alcohol use smoking bmi became nonsignificant accounting family history biased towards females white individuals highly educated people residents likely due sampling biases selfreport may also exclude lack access computers intellectual disability network also limited size provides evidence widespread physical health comorbidity spans nearly major organ systems autistic adults compared nonautistic adults using binary logistic regression network models healthcare professionals must made aware range cooccurring physical health conditions may common among autistic people however also point towards potential avenues requiring exploration association autism coeliacs disease eds,10.1186/s13229-023-00565-2
ambient air pollution aap exposure associated altered blood lipids liver fat young adults micrornas regulate gene expression may mediate relationships work investigated associations aap exposure serum microrna networks lipid profiles nonalcoholic fatty liver disease nafld risk young adults 170 young adults 1722 years metaair childrens health chs residential aap exposure pm25 pm10 no2 8hour maximum redoxweighted oxidative capacity oxwt spatially interpolated monitoring stations via inversedistancesquared weighting fasting serum lipids assayed liver fat imaged mri nafld defined hepatic fat fraction serum micrornas measured via nanostring microrna networks constructed weighted gene correlation network first principal component network represented expression profile multivariable mixed effects regression models adjusted sociodemographic behavioral covariates baseline chs town code random effect effects estimates scaled one standard deviation exposure mediation explored microrna profiles potential mediators exposureoutcome associations dianamirpath identified overrepresented gene pathways targeted mirna networks priormonth oxwt associated nafld or345 0003 inversely associated microrna network 0016 0026 prioryear no2 associated nonhdlcholesterol 713 001 inversely associated mirna network 0019 0022 network expression inversely associated nafld or035 0010 nonhdlc 694 mgdl 0035 network members mir199ab3p mir130a target fatty acid synthase mediated association priormonth oxwt exposure nafld 0048 233 association prioryear no2 exposure nonhdlcholesterol 0026 respectively exposure aap may contribute adverse lipid profiles nafld risk among young adults via altered expression microrna profiles,10.1016/j.ecoenv.2023.115486
nonalcoholic fatty liver disease nafld increasing global health problem expected become leading indication liver transplantation1 approved nafldspecific pharmacotherapies lifestyle modification primary recommended therapy2 innovative approaches facilitate implementation longterm maintenance lifestyle changes needed address challenging complex nature management nafld recently renamed metabolic dysfunctionassociated steatotic liver disease overcome stigma previous name34 artificial intelligence aipowered chatbots shown provide effective personalized support education potential complement health care resources openai foundations chatbot chat generative pretrained transformer chatgpt attracted worldwide attention remarkable performance questionanswer tasks57 evaluated accuracy completeness comprehensiveness chatgpts responses nafldrelated questions assessing performance addressing queries disease lifestyle behaviors,10.1016/j.cgh.2023.08.033
nonalcoholic fatty liver disease nafld often diagnosed incidentally medical evaluation diseases liver disease health checkups aimed investigate awareness current status barriers management nafld general population crosssectional used online survey consisted 3domain 18item questionnaires content validity index item questionnaire rated 080 respondents 728 reported heard term nafld large proportion general population 857 recognized possibility developing fatty liver without consuming alcohol awareness terminology nafld nafld disease needs managed relatively high however knowledge nafld progress endstage liver disease new cardiovascular diseases lacking 257 general population aware nafld increases incidence heart cerebrovascular diseases 447 incidentally diagnosed health checkup provided specific guidance nafld half 553 provided education guidance nafld remember 402 people diagnosed nafld incidentally visited clinic reason visiting clinic evaluation nafld varied greatly depending sex age group 402 visited clinic diagnosed nafld reasons visiting clinic nafld diagnosis differed significantly according sex age,10.1038/s41598-023-42176-0
men sex men msm high risk hepatitis virus hcv infection especially living human immunodeficiency virus hiv learning knowledge attitudes towards hcv essential inform health promotion development one limited studies examine level knowledge attitudes towards hcv determinants among hivnegative msm msm living hiv china crosssectional survey conducted across seven provinces china december 2021 january 2022 msm living hiv recruited offline whereas recruitment ratio hivnegative msm half online half offline sociodemographic characteristics sexual behaviors knowledge hcv attitude towards hcv collected online survey univariate multivariable logistic regressions used determine associated factors 393 3384 hivnegative men 440 3784 men living hiv good level knowledge hcv nearly onethird 321 2784 hivnegative men 417 3584 men living hiv reported positive attitude towards hcv hivnegative men positive attitude towards hcv associated multiple sexual partners aor 95ci19181 use recreational substances aor 95ci 1094 men living hiv knowledge hcv associated disclosing sexual orientation healthcare providers family friends aor 19260 multiple sexual partners aor 0110 use recreational substances aor 95ci 11131 hbv testing history aor 95ci 16327 positive attitude towards hcv associated use recreational substances aor 95ci 1190 majority chinese msm showed inadequate knowledge negative attitude towards hcv irrespective hiv infection status tailored education campaigns multicomponent required targeted msm researches also needed inform best address negative attitudes population towards hcv,10.1186/s12879-023-08586-1
viral hepatitis one major public health concerns targeted eradication 2030 though previous concentrated largely pregnant women urban areas rural populations reported greatly affected northern ghana determined knowledge predictors attitudes toward hepatitis virus hbv infection prevention among adults tolon district northern ghana populationbased crosssectional descriptive quantitative approach multistage stratified random sampling technique used select 195 adults analysed using spss version composite scores generated knowledge attitude levels 005 precision level multiple linear regression performed determine predictors respondents attitudes overall knowledge level 487 hbv infection average majority 670 demonstrating unsatisfactory attitudes towards prevention regression equation statistically significant 3191 61051 0001 half variance attitude explained independent variables predicted attitude score determined 3784 0040 age 0435 knowledge age measured years knowledge measured scores continuous variable scale knowledge levels suboptimal unsatisfactory attitudes toward hbv infection prevention age knowledge hbv significant predictors attitudes toward prevention need increase access formal education health promotion programs district complement government efforts attain sustainable development goal sdg3,10.3855/jidc.17127
lack realworld hepatitis hbv treatment africa conducted singlecenter 18month ethiopia understand laboratory demographic variables associated hbv treatment one hundred fifty hbvpositive included treatment treatment median age similar groups treatment likely male higher coffee intake versus 005 lower khat intake versus 008 lower alcohol consumption versus attained higher levels education versus 019 individuals treatment higher median aspartate aminotransferase ast alanine aminotransferase alt hbv dna median aminotransferasetoplatelet ratio index fibrosis4 scores months treatment showed decrease median ast alt fibrosis scores less hepatocellular carcinoma development months versus highlights potential demographic disparities hbv treatment well benefits reallife africa,10.4269/ajtmh.23-0236
many rural communities mozambique get income fisheries well consume fish inexpensive source protein mozambique fish consumption smallscale fisheries dependent families range 150 kgpersonyear anguillid eels important social value vulnerable local communities incomati basin anguillid eels lower incomati basin targeted consumption well cultural rituals traditional healers present determine trace element concentrations environmental matrices bioaccumulation patterns muscle liver tissue two anguilla species anguilla mossambica anguilla marmorata well chronic health risk elements pose regular consumers lower incomati river bioaccumulation elements water higher effect muscle liver tissues bioaccumulation sediments played major role human health risk assessment pose noncarcinogenic risk whereas pose carcinogenic risks,10.1007/s00128-023-03795-5
liver transplantation last treatment advanced liver failure necessitates patient education due wide range complications subsequent disabilities present developmentapplied aimed mobilebased educational program provide liver transplant critical health information first phase crucial educational components collected literature organized form questionnaire using library studies available global guidelines validity reliability researchermade questionnaire confirmed panel experts including gastroenterologists liver specialists working motahari liver clinic abuali sina hospital shiraz application designed followed analyzing gathered first phase evaluate mobile phone programs usability evaluate application liver transplant randomly selected educational components covered questionnaire deemed necessary experts first phase result educational contents classified categories application good level usability since satisfaction score points due increase liver transplantation use mobile phones applications increase role health awareness also leads better interaction followup patient treatment staff medical centers,10.1186/s12913-023-09989-1
managing dietary glycemic index deserves attention interplay nonalcoholic fatty liver disease nafld type diabetes mellitus t2dm aimed evaluate relationship dietary odds nafld t2dm crosssectional carried april 2021 february 2022 including 200 t2dm aged 1870 years 133 nafld nonnafld group cardiometabolic parameters analyzed using standard biochemical kits dietary intake assessed using validated food frequency questionnaire binary logistic regression applied explore odds ratios ors confidence intervals cis nafld according tertiles dietary highest lowest tertile 6089 energyadjusted associated odds nafld 125 06257 ptrend 054 crude model however 324 1031015 accompanied significant trend ptrend 004 full control potential confounders age gender smoking status duration diabetes physical activity waist circumference hba1c triglycerides total cholesterol dietary intake total carbohydrates simple carbohydrates fat protein high dietary associated increased odds nafld t2dm however interventional longitudinal studies required confirm,10.3389/fendo.2023.1228072
infectious diarrheal illnesses rotavirus gastroenteritis significant contributors childhood morbidity mortality especially low sociodemographic index regions major advances addressing issue include sanitation clean water initiatives well rotavirus immunization australia robust vaccination program significantly reduced childhood rotavirus infections leading decreased hospitalizations mortality however cases adult rotavirus still occur although adult usually require interventional management possible present critically unwell require resuscitation previously well 65yearold man presented emergency department febrile hypotensive severe diarrhea attributed rotavirus clinically presented mixed hypovolemic septic shock despite initial resuscitation multiple severe acute endorgan complications secondary poor perfusion acquired acute kidney injury type2 myocardial infarction ischemic hepatic injury mainstay management rapid fluid resuscitation continuous renal replacement therapy monitoring intensive care unit however crucial empirically treat causes shock best knowledge scarcity reports documenting management severe rotavirus gastroenteritis adults recommend advising elderly avoid contact individuals diarrheal illnesses especially rotavirus gastroenteritis clinicians also promote awareness regarding potential severity disease typically managed conservatively aware required severe gastroenteritis,10.12659/AJCR.940967
aboriginal torres strait islander australians disproportionately impacted bloodborne viruses bbvs sexually transmissible infections stis stigma remains one key barriers testing treatment bbvs stis particularly among aboriginal torres strait islander people deadly liver mob dlm peerdelivered incentivised health promotion program aboriginal torres strait islander australians program increase access bbv sti education screening treatment vaccination aboriginal torres strait islander australians recognition systemic barriers first nations people primary care including bbv stirelated stigma institutional racism presents routinely collected across nine sites cascade care progression aboriginal torres strait islander clients dlm program hepatitis education screening returning recruitment peers routinely collected collated dlm sites including date attendance basic demographic characteristics eligibility program recruitment others engagement cascade care 2013 2020 total 1787 aboriginal torres strait islander clients educated part dlm went screened screened returned receive total monetary investment cascade care progression approximately 56220 highlight positive impacts dlm program engagement screening highlighting need culturally sensitive safe programs led aboriginal torres strait islander people however also indicate points clients fall cascade underscoring need address remaining barriers care dlm program shows promise acting one stop shop addressing needs aboriginal torres strait islander people relation bbvs stis future implementation could focus addressing potential barriers participation program colocation services transportation,10.1186/s12954-023-00850-6
unawareness hepatitis virus hbv infection lack surveillance may serve major barriers hbv control contributors severe hepatocellular carcinoma hcc evaluated risk hbv unawareness relationship hcc severity conducted tertiary hospital taiwan hbvrelated hcc diagnosed 2011 2021 enrolled demographic hcc characteristics collected compared hbv unawareness awareness without surveillance 501 hbvrelated hcc enrolled 105 unaware hbv infection time hcc diagnosis hbv unawareness significantly younger poorer liver function hbv awareness hbv unawareness also significantly higher rate detectable hbv dna advanced stage hcc ninetyone hbvaware receive regular surveillance hbv unawareness awareness without surveillance shared similar characteristics severe hcc status regression demonstrated hbv awareness periodic surveillance associated early stage hcc meanwhile observed change proportion hbv awareness past years surveillance also better hcc survival without surveillance unawareness hbv unawareness lack regular surveillance correlated advanced hcc efforts improve hbv education disease awareness hcc surveillance needed,10.1002/kjm2.12744
social determinants health lead better cancer care multisite singleinstitution sought capture social determinants health asian americans hepatocellular carcinoma group constitutes malignancy often undertreated treated took advantage institutional initiative designed capture integrate social determinants health electronic medical record medical records asian americans hepatocellular cancer reviewed acquire housing instability lack transportation financial concerns social isolation score indicated poor social determinants health 112 adult asian american hepatocellular cancer southeast asian described english proficiencypreference total noncompletion per domain question answered within domain observed housing instability lack transportation financial hardship social isolation score highest risk observed patient housing instability lack transportation patient financial hardship social isolation note institutionwide benchmark total noncompletion rates respective domains high total noncompletion rates make social determinants health challenging interpret underscore need evidencebased guidelines best capture underserved,10.1007/s00520-023-08016-7
experiences stigma discrimination act significant barrier testing monitoring treatment hepatitis virus hbv aboriginal torres strait islander australians population disproportionately impacted hbv yet limited explored hbvrelated stigma communities begin preliminary explorations hbvrelated stigma among aboriginal torres strait islander people interviewed health workers perceptions regarding hbv infection hbvrelated stigma recruited staff involved deadly liver mob dlm program health promotion program offers incentives aboriginal torres strait islander clients educated viral hepatitis recruit educate peers receive screening treatment bloodborne viruses bbvs sexually transmissible infections stis vaccination semistructured interviews conducted aboriginal torres strait islander nonaboriginal torres strait islander health workers involved development implementation andor management dlm program within participating services new south wales australia suggest stigma barrier accessing mainstream health care among aboriginal torres strait islander clients stigma complex multilayered aboriginal torres strait islander people contend multiple intersecting layers stigma discrimination lives thus hbv one dimension experiences health workers perceived stigma fuelled multiple factors including poor hbv health literacy within health workforce broadly among aboriginal torres strait islander clients shame social practices associated viral hepatitis fear unknown transmission risks health dlm program viewed helping resist reject stigma improve health literacy among health workers clients build trust confidence mainstream health services health promotion programs potential reduce stigma acting one stop shop bbvs stis oneonone support yarning promotion hbv vaccine monitoring chronic hbv treatment required,10.1186/s12954-023-00844-4
nonalcoholic fatty liver disease nafld one prevalent causes chronic liver disease worldwide absence approved drug treatment lifestyle modification first strategy aimed estimate effect two different physical activity programs lowglycemicindex mediterranean diet lgimd combined effect liver fibrosis parameters nafld moderate severe nafld grade severity 144 randomly assigned six arms three months lgimd programs combination collected baseline days days transient elastography performed assess days statistically significant reduction kpa found among following lgmid 285 524 045 following lgimd plus pa1 237 439 035 lgimd plus pa2 221 410 032 contrast time time lgimd plus pa2 treatment showed statistically significant increase vice versa contrast time time treatment showed statistically significant reduction pa1 pa2 arms also showed reduced kpa although reach arms lgimd lgimdpa1 lgimdpa2 reduced fibrosis score,10.3390/nu15163520
limited evidence supporting adverse effect ambient air pollution liver test association exposure residential air pollution serum biochemical indicators liver injury used nationally representative sample 32989 aged 379 years old participated canadian health survey 2007 2019 crosssectional associations assessed generalized linear mixed models incorporating surveyspecific sampling weights joint effect interquartile range iqr increase nitrogen dioxide no2 ozone fine particulate matter pm25 positively significantly associated liver injury adjusting age sex education income smoking alcohol consumption body mass index bmi total cholesterol diabetes hypertension physical activity ranking effect sizes largest smallest percent increases 872 confidence interval 756 988 alanine aminotransferase alt 554 95ci 331 777 gammaglutamyl transferase ggt 481 95ci 387 574 aspartate aminotransferase ast 246 95ci 026 465 total bilirubin tbil 118 95ci 062 175 alkaline phosphatase alp significantly different stratified age sex smoking current cholesterol 618 618 mmoll bmi kgm2 suggest ambient air pollution may relatively small impact liver changes may significant impact population health perspective considering ubiquitous nature air pollution individuals exposed high levels air pollution,10.1016/j.chemosphere.2023.139859
previous studies health sequelae covid19 uncontrolled cohorts include relatively short followup populationbased multicenter examined health consequences among individuals years sarscov2 infection compared noninfected population consisted adults years four municipalities particularly affected covid19 pandemic year 2020 completed detailed followup questionnaire healthrelated topics exposure sarscov2 infection status based igg antibodies pcr test physiciandiagnosis covid19 baseline may december 2020 assessed followup october 2021 january 2022 mean 452 days included recurrent persistent health complaints incident diseases healthrelated quality life promis29 subjective health subjective memory impairment logistic linear regression models adjusted baseline sociodemographic lifestyle characteristics age sex municipality education smoking body mass index preexisting health conditions chronic diseasehealth problem healthrelated activity limitation depressiveanxiety disorder followup time among 4817 350 sarscov2 infection baseline 4467 infection baseline followup infection statistically significantly often reported recurrent persistent health complaints followup smelltaste disorders 128 411 shortness breath 230 346 pain breathing 236 fatigue 369 261 176 weakness legs 128 193 myalgiajoint pain 219 151 153 cough 308 248 134 groups incident diseases liverkidney 370 lung 350 cardiovascularmetabolic 168 diseases infection significantly likely poor subjective health 193 130 191 memory impairment 257 143 227 worse mean scores fatigue physical function domains promis29 noninfected even one year individuals sarscov2 infection showed increased risk various health complaints functional worse subjective wellbeing pointing toward profound health consequences sarscov2 infection relevant public health,10.1186/s12889-023-16524-8
fatty liver disease highly prevalent resulting overarching wellbeing economic costs addressing requires comprehensive coordinated multisectoral action developed fatty liver disease sustainable development goal sdg country score provide insights countrylevel preparedness address fatty liver disease wholeofsociety lens approach developed fatty liver diseasesdg score sets first included indicators child wasting child overweight noncommunicable disease mortality universal health coverage service coverage index health worker density education attainment covering 195 countries territories 1990 2017 second included aforementioned indicators plus urban green space indicator covering countries territories 2017 available develop fatty liver diseasesdg score indicators categorized positive negative scaled 100 higher scores indicate better preparedness levels fatty liver diseasesdg scores varied countries territories 195 146 uncertainty interval 194 niger 935 916 953 japan countries territories scored regionally highincome superregion highest score 888 873 901 2017 whereas south asia lowest score 441 424 458 1990 2017 fatty liver diseasesdg score increased superregions greatest increase south asia decreased countries territories fatty liver diseasesdg score provides strategic advocacy tool national global levels liver health field noncommunicable disease advocates highlighting multisectoral collaborations needed address fatty liver disease noncommunicable diseases overall,10.1097/HEP.0000000000000361
cervical liver stomach cancers common infectionassociated malignancies leading cause morbidity nonwestern regions compared incidence mortality cancers nonwestern immigrant nonimmigrant nordic female populations also analysed effect age immigration duration residence education cancer burden material population consisted women residents denmark finland iceland norway 19732020 nonwestern women contributed total 260 million personyears risk women followed 20th birthday date immigration date first primary cancer diagnosis death emigration end countryspecific period adjusted 10year age groups calendar periods immigrant broken region birth age immigration education level countryspecific estimates produced multivariable poisson regression pooled finland random effects model altogether 982 cases cervical liver stomach cancer population causing 582 deaths immigrant women significantly higher liver rate ratio 178 confidence interval 103306 stomach cancer incidence 168 129218 stomach cancer mortality 149 117192 nonimmigrant women immigrant population high education related lower incidence mortality studied cancers rate ratio cervical cancer decreased duration residence increased rising age immigration due increased incidence mortality infectionrelated cancers changes cancer patterns age immigration duration residence attention paid targeted health care services immigrants special efforts given women spent youth highrisk areas,10.1080/0284186X.2023.2245557
incidence primary liver cancer increasing year year environmental factors playing nonnegligible role present many studies still disputing whether air pollution associated primary liver cancer incidence difficult draw causal inferences therefore used twosample mendelian randomization assess causal relationship air pollution including pm25 pm2510 pm10 nitrogen dioxide nitrogen oxides primary liver cancer risk related biomarkers alphafetoprotein osteopontin glypican3 arginase1 used largescale publicly available genomewide association studies gwas summary conduct analyses european east asian populations inverse variance weighted ivw used weighted median model mregger simple model weighted model selected quality control heterogeneity checked cochrans test mregger regression mrpresso global test detect pleiotropy sensitivity performed using leaveoneout air pollution primary liver cancer either european pm25 0993 pm2510 0833 pm10 0257 nitrogen dioxide 0215 nitrogen oxides 0614 east asian pm25 0718 pm2510 0362 pm10 0720 nitrogen dioxide 0101 nitrogen oxides 0760 populations found association notably causal relationship nitrogen oxides arginase1 biomarker associated hepatocellular differentiation statistically significant associations remained deletion single nucleotide polymorphisms snps associated alcohol intake frequency body mass index bmi cancers beta 446 95ci 083808 0015 heterogeneity pleiotropy found evidence support causality air pollution primary liver cancer european east asian populations nitrogen oxides may affect hepatocellular differentiation,10.3389/fpubh.2023.1212301
nonalcoholic fatty liver disease nafld prevalent liver condition globally evaluate change age sexstandardized prevalence nafld regional victoria 15year period explore underlying factors associated differences time repeated comparative crosssectional studies four towns regional victoria australia individuals randomly selected households residential address lists local government organizations 20012003 crossroads cr1 20162018 crossroads cr2 1040 704 cr1 cr2 complete primary change prevalence estimates nafld defined fatty liver index absence excess alcohol viral hepatitis 2003 2018 crude prevalence nafld increased 327 388 001 agestandardizedsexstandardized prevalence increased 324 354 001 concurrently prevalence obesity defined bmi elevated waist circumference increased respectively women greater increase prevalence nafld men parallel increasing prevalence obesity proportion consuming takeaway food greater weekly increased significantly time nafld require additional tests assessment significant fibrosis crude agestandardizedsexstandardized prevalence nafld increased significantly last years particularly among women association parallel rise prevalence obesity,10.1111/jgh.16314
environmental exposure multiple metals metalloids widespread leading global concern relating adverse health effects mixedmetals exposure especially young children living around industrial areas aimed quantify concentrations essential potentially toxic elements blood examine potential associations multiple elements exposures growth determinants liver kidney function biomarkers children living several industrial areas dhaka bangladesh blood distribution trace elements growth determinants body mass index body fats blood pressure liver kidney injury biomarkers including serum alanine aminotransferase alkaline phosphatase activities serum calcium creatinine levels blood urea nitrogen hemoglobin concentrations glomerular filtration rate measured 141 children aged six years among elements blood concentrations measured loqs excluded subsequent comprehensive revealed blood concentrations elements children living industrial areas exceeded critical reference values varying extents elevated exposure found children living multiple industrial areas significant positive association elevated blood concentration obesity 0300 0007 inverse relationship lower concentration underweight 0351 0001 compared healthy weight children indicate chronic exposure may influence metabolic burden physical growth children concentrationdependent positive associations observed blood concentrations hepatic renal dysfunction biomarkers inverse association blood level however indicates increased risk brinduced liver kidney toxicity indepth studies warranted elucidate underlying mechanisms observed associations regular biomonitoring elemental exposures also indispensable regulate pollution consideration longterm health effects mixedelements exposure children,10.1016/j.ijheh.2023.114237
individuals lower levels education higher risk developing various health conditions due limited access healthcare unhealthy lifestyle choices however association nonalcoholic fatty liver disease nafld educational level remains unclear therefore investigate whether independent relationship nafld educational level surrogate marker socioeconomic status ses crosssectional included 8727 paracelsus 10000 association nafld educational level assessed using multivariable logistic regression models multivariable linear regression primary endpoints nafld fli score liver fibrosis fib4 score 129 subgroup liver stiffness measurement done nafld prevalence among high education among intermediate among low education p001 importantly significantly reduced risk nafld observed individuals higher education indicated adjusted relative risk 052 001 furthermore higher education level associated significantly lower odds nafld fibrosis additionally subgroup revealed higher liver stiffness independently associated lower levels education studys indicate lower education level increases risk nafld independent confounding factors therefore highlight potential impact educational attainment nafld risk emphasize need targeted vulnerable populations,10.1016/j.ejim.2023.07.039
fatty liver disease major public health threat due high prevalence related morbidity mortality focused dedicated urgently needed target disease prevention treatment care approach developed aligned prioritized action agenda global fatty liver disease community practice following delphi rounds large panel 344 288 reviewed action priorities using qualtrics indicating agreement using 4point likertscale providing written feedback priorities revised rounds panelists also ranked priorities within domains epidemiology treatment care models care education awareness patient community perspectives leadership public health policy consensus fatty liver disease action agenda encompasses priorities mean percentage agree responses 824 individual priorities least supermajority agreement 667 agree highestranked action priorities included collaboration liver specialists primary care doctors early diagnosis action address needs people living multiple morbidities incorporation fatty liver disease relevant noncommunicable disease strategies guidance consensusdriven multidisciplinary fatty liver disease action agenda developed care providers researchers public health policy experts provides path reduce prevalence fatty liver disease improve health implement agenda concerted efforts needed global regional national levels,10.1097/HEP.0000000000000545
nonalcoholic fatty liver disease nafld alcoholic liver disease among common liver diseases worldwide currently food drug administration fdaapproved treatments recent studies focused lifestyle changes prevent treat nafld omega3 supplementation associated improved chronic liver disease however unclear whether omega3 supplementation prevent development liver disease particularly individuals increased genetic risk biobank established multivariate cox proportional hazards model risk incident liver disease year follow time adjusted model diabetes prevalent cardiovascular disorders socioeconomic status diet alcohol consumption physical activity medication intake insulin biguanides statins aspirin baseline characteristics omega3 supplementation reduced risk incident liver disease 0716 0639 0802 109 protective association particularly evident alcoholic liver disease 0559 0347 0833 103 liver failure 0548 0343 0875 102 nonalcoholic liver disease 0784 0650 0944 102 interestingly able replicate association reduced risk nafld subset liver mris 0846 0777 0921 104 particular women benefited omega3 supplementation well heterozygous allele carriers liverdamaging variant pnpla3 rs738409 omega3 supplementation may reduce incidence liver disease highlights potential personalized treatment strategies individuals risk metabolic liver disease evaluation trials warranted omega3 recommended prevention liver disease,10.3389/fpubh.2023.1192099
